"GSM678364_B2.CEL" "GSM678365_B4.CEL" "GSM678366_B5.CEL" "GSM678367_B8.CEL" "GSM678368_B9.CEL" "GSM678369_B12.CEL" "GSM678370_B14.CEL" "GSM678371_B17.CEL" "GSM678372_B20.CEL" "GSM678373_B23.CEL" "GSM678374_B24.CEL" "GSM678375_B26.CEL" "GSM678376_B27.CEL" "GSM678377_B30.CEL" "GSM678378_B31.CEL" "GSM678379_B32.CEL" "GSM678380_B33.CEL" "GSM678381_B34.CEL" "GSM678382_B99.CEL"
2.21732604619446 2.58330971921988 2.09700701599365 2.85126541045202 2.8034367842418 3.08580223616223 1.9269508709751 2.23255643947263 2.26837022149452 1.65618490578741 2.84639926549062 3.07097495080298 1.3610709537591 2.03333295052849 3.31241386431713 3.05291616532496 2.80087052438864 2.31827673526431 2.85626447958921
-0.370957638161277 -0.374781238799224 -0.392187870225008 -0.351306398485803 -0.349325791553982 -0.364021487108271 -0.3751190474426 -0.360693870680483 -0.361892220565225 -0.353594114375352 -0.373314299008103 -0.382466714471862 -0.335073913019886 -0.391635983895924 -0.317020457125059 -0.320436894850626 -0.328229942146019 -0.365677291278726 -0.33065609387243
2.37569802688081 2.45191081265577 2.31560975617463 3.05358806396144 3.25695768133449 3.10287352881347 2.16529649384158 2.75664335003259 2.7144747614532 1.8701310518529 2.75802391530516 2.88472040616102 1.44136872103715 2.30055109474615 3.2845630675402 2.93860600277219 2.76756745955634 2.15637415227991 2.59666046321021
-0.349571640769325 -0.375858279016963 -0.393913681331699 -0.363706819184767 -0.345552739165524 -0.369000614131548 -0.383839009254789 -0.347417845201883 -0.369410836407225 -0.350008424776489 -0.3664723364131 -0.380449517237473 -0.33274644150458 -0.36234201621431 -0.338078376639322 -0.308404246160861 -0.34557528841284 -0.368468715123284 -0.327322494946215
2.45141601764692 2.52084138659104 2.54571790373356 3.61225964913584 3.12490084773845 3.40019854248915 2.10716341509365 2.68773445588176 2.89930740090238 1.91136648223983 3.0351234004028 3.14695604663165 1.62174776347333 2.39772132900712 3.51212445583949 2.99696434891755 2.91743125130168 2.11589850653381 2.52123778750459
-0.366333638725179 -0.393090922500781 -0.382408273953753 -0.359790896858779 -0.337252023910915 -0.338414548131417 -0.392558971066977 -0.367015787575054 -0.370037387727392 -0.350008424776489 -0.383577242900608 -0.372380728299915 -0.348456874232893 -0.364485477264184 -0.340116239818122 -0.316225467809208 -0.342800033010149 -0.374051562812401 -0.324822295751554
2.57684200235107 2.417984045797 2.2160879823554 3.20369841979101 3.19206118025301 3.24655690862803 2.01511937374278 2.63210158720953 2.53277487860486 1.80917432867223 3.03056209200613 3.01247623100568 1.63105764953456 2.20338086048518 3.04137806153677 2.79782401310194 2.69332937753435 2.30780889584721 2.26121707125981
-0.365177638866155 -0.397399083371735 -0.384134085060445 -0.340211285228835 -0.343288907732449 -0.373979741154825 -0.379963470671594 -0.347417845201883 -0.376302900929059 -0.358972648773647 -0.368752990611434 -0.364984338440486 -0.346711270596414 -0.372344834447056 -0.311586155314927 -0.327656484064485 -0.327536128295346 -0.37544727473468 -0.328572594543546
2.34911003012325 2.87734169866252 2.36105611531752 3.14691754606417 3.18677890690917 3.21028041174416 2.16529649384158 2.49934133242354 2.55783693141153 2.02790139420288 2.85837270003188 2.92909874531758 1.46173409679607 2.38271710165799 3.19965210175688 2.93499620816526 2.78005610886846 2.25337613087832 2.21913038481635
-0.370957638161277 -0.386628681194349 -0.396214762807289 -0.357180281974786 -0.344798128687832 -0.344816282875631 -0.378510143702896 -0.349946611959712 -0.362518771885391 -0.364351183171942 -0.376735280305605 -0.357587948581058 -0.351366213627026 -0.384491113729677 -0.309548292136127 -0.314420570505744 -0.349044357666205 -0.372655850890122 -0.335239792395976
2.60920999840375 2.69586042197356 2.7499388846921 3.0999264781523 3.24262008225835 3.24655690862803 2.40945542458285 2.57014680164274 2.86234087301254 2.27949728105644 3.04253552654739 3.34934816914873 1.55366922165064 2.62349922626054 3.266222298931 3.23099936593348 3.29972268302244 2.73699031194809 1.69158835474281
-0.35881963964152 -0.383936080650002 -0.360547999935656 -0.356527628253788 -0.346307349643215 -0.357619752364057 -0.366399085630412 -0.356268528854283 -0.364398425845892 -0.359570263706791 -0.369893317710601 -0.364984338440486 -0.353111817263505 -0.373059321463681 -0.317020457125059 -0.321038527285114 -0.353901054620915 -0.344741612444537 -0.335656492261753
2.30980603491642 2.6689344165301 2.71657320329606 3.24807887281888 3.3467563281798 3.3767255150937 2.35955786532421 2.68773445588176 2.48014456771086 2.38587273915604 3.06477190498115 3.00776943745878 1.55425108952947 2.25268046463229 2.92997487442906 2.948232121724 3.04093011672146 2.38317733965029 2.67833363690248
-0.373269637879326 -0.390398321956434 -0.39161259985611 -0.351306398485803 -0.33951585534399 -0.357619752364057 -0.381416797640292 -0.368280170953968 -0.376929452249225 -0.34702035011077 -0.363621518665182 -0.356915549502928 -0.342638195444629 -0.385205600746302 -0.316341169398792 -0.321640159719603 -0.343493846860822 -0.364281579356446 -0.328572594543546
2.38610202561203 2.75617467416693 2.56872871848945 3.19586657513903 3.00340856083009 3.45070111658239 2.2960959210244 2.64032007917248 2.5509448668897 1.97172559048736 3.24209276890166 3.25991909175746 1.78350703378708 2.83855981826459 3.18470777177902 3.30078872833411 2.70026751604107 2.27361395375137 1.87326949622153
-0.365177638866155 -0.394167962718519 -0.388736248011624 -0.36631743406876 -0.343288907732449 -0.353351929201249 -0.356225796849526 -0.363854829127768 -0.376929452249225 -0.358375033840503 -0.364761845764349 -0.346829563330981 -0.329837102110448 -0.36234201621431 -0.336719801186789 -0.302989554250467 -0.333780452951402 -0.37684298665696 -0.3294059942751
2.65255999311717 2.96135083564613 2.68033117005553 3.5189301670331 3.18828812786455 3.15408740676717 2.58191689153501 2.84578237824604 2.99203699628705 2.28905911998674 3.01459751261779 3.25319510097617 1.62232963135216 2.57777205719655 3.53861667716389 3.28334138773395 2.89731064963217 2.46273291922021 2.9050183638851
-0.37442563773835 -0.395783523045127 -0.393913681331699 -0.361096204300775 -0.354608064897824 -0.357619752364057 -0.381901239963191 -0.348682228580797 -0.366278079806392 -0.360765493573079 -0.364191682214765 -0.360277544893578 -0.344965666959935 -0.361627529197685 -0.307510428957327 -0.314420570505744 -0.333086639100729 -0.370562283006703 -0.328572594543546
2.27223603949813 2.5407666306192 2.30985705248566 3.17432900234609 2.84343113955946 3.0729987666738 2.58191689153501 2.73641321596996 2.82036193456137 2.18148843202085 2.75688358820599 3.18797239039757 1.66829719377945 2.31626980911189 2.94695706758572 3.35734217717601 2.7252448146653 2.35665881312699 1.9278571786383
-0.359975639500545 -0.394167962718519 -0.396790033176186 -0.36631743406876 -0.333478971522457 -0.369000614131548 -0.378510143702896 -0.367647979264511 -0.370037387727392 -0.36255833837251 -0.361340864466847 -0.379104719081213 -0.342056327565803 -0.377346243563429 -0.327889060745324 -0.316225467809208 -0.355982496172933 -0.368468715123284 -0.331906193469761
2.70400198684376 2.60700460401013 2.84715957703575 3.19847719002302 3.00944544465163 3.43576373551256 2.53783264015117 2.80911526025753 2.78652816327237 2.25320222399811 3.17538363360037 3.14897324386604 1.66189664711236 2.54204770636532 3.09300392873303 3.4343511287905 3.16581660984257 2.45296293576426 3.06044741381988
-0.364599638936643 -0.388782761629826 -0.370902866575807 -0.343474553833825 -0.32140520387939 -0.369000614131548 -0.3756034897655 -0.372073321090711 -0.357506361324058 -0.360765493573079 -0.367042499962683 -0.371708329221785 -0.338565120292844 -0.383776626713052 -0.325851197566524 -0.31562383537472 -0.349044357666205 -0.333575917066302 -0.328989294409323
2.61556799762839 3.1374469112464 2.7936594327283 3.52480405052209 3.81159638243787 3.62141404309474 2.6676631826882 3.04745152718286 3.17561653309588 2.03327992860117 3.42454510476842 3.31774541247663 2.06105801198727 3.03075682573665 3.44079924458151 3.28574791747191 3.16304135443988 2.73210532022011 3.38422320952852
-0.372113638020301 -0.373165678472616 -0.383558814691548 -0.358485589416782 -0.351589622987057 -0.355485840782653 -0.371727951182305 -0.356268528854283 -0.372543593008059 -0.351203654642777 -0.369323154161018 -0.365656737518616 -0.341474459686977 -0.388063548812801 -0.336719801186789 -0.312615673202279 -0.349044357666205 -0.377540842618099 -0.327322494946215
2.69995598733717 2.62477576760282 2.750514155061 3.14561223862217 3.39957906161822 3.02463010416197 2.67444537520879 2.81670156053101 2.98639803440555 2.31176848744621 3.25178554924458 3.25252270189804 1.74859496105749 3.01432362435428 3.34637825063046 3.43074133418357 3.17344856219997 2.63649905354398 1.88493709246328
-0.363443639077618 -0.390936842065303 -0.365150162886834 -0.363054165463769 -0.341025076299374 -0.373268437294357 -0.379963470671594 -0.353107570406997 -0.379435657529892 -0.351203654642777 -0.363051355115598 -0.371035930143655 -0.353111817263505 -0.387349061796176 -0.343512678449454 -0.304192819119444 -0.348350543815532 -0.368468715123284 -0.328572594543546
2.60805399854473 2.70986194480417 3.02491812102502 3.22132007025796 3.19206118025301 3.19534303067433 2.66184987481341 2.63020501214116 2.86735328357388 2.50181003618595 3.16968199810454 3.66604813494789 1.99588880955872 2.76210970748574 3.49718012586163 3.49451437223933 3.139451683517 2.416674425785 3.73675129597577
-0.364599638936643 -0.390398321956434 -0.380682462847061 -0.342821900112827 -0.346307349643215 -0.337703244270949 -0.372212393505204 -0.35247537871754 -0.366904631126558 -0.351203654642777 -0.363621518665182 -0.374397925534304 -0.33274644150458 -0.380918678646553 -0.331964787102923 -0.324648321892044 -0.324760872892654 -0.373353706851262 -0.33065609387243
3.00167195054255 2.96619751662596 2.93747702495262 3.20369841979101 3.60709694298343 3.73806787621152 2.9617196726881 3.29653505282897 3.46320358905239 2.63448055134388 3.24893473149666 3.48315558569657 1.97959650895158 2.83498738318146 3.32260318021113 3.44879030721822 3.09504759707394 2.58555556838079 2.18121069703065
-0.368645638443228 -0.382859040432264 -0.386435166536034 -0.354569667090794 -0.349325791553982 -0.341971067433758 -0.370759066536506 -0.349946611959712 -0.374423246968559 -0.349410809843345 -0.337393995384335 -0.3495191596435 -0.329255234231622 -0.370201373397182 -0.33060621165039 -0.310209143464326 -0.338637149906112 -0.37544727473468 -0.320655297093785
2.31558603421154 2.9548885943397 2.70564306628701 3.18281350071907 3.3014796995183 3.46706110537316 2.85901790023344 2.94440428180135 3.07223556526838 2.47910066872648 3.17139248875329 3.61158380961937 2.13379149684058 2.98502965667266 3.29611095888673 3.22377977671962 3.04717444137751 2.69581681024085 3.77925468228501
-0.364599638936643 -0.38609016108548 -0.374354488789191 -0.358485589416782 -0.351589622987057 -0.359753663945462 -0.380447912994493 -0.349946611959712 -0.368157733766892 -0.342239430645619 -0.383577242900608 -0.366329136596746 -0.344383799081109 -0.378775217596679 -0.334002650281723 -0.320436894850626 -0.359451565426298 -0.362885867434167 -0.322322096556892
2.57048400312643 2.68939818066713 2.83220254744442 3.16910777257811 3.68104876979721 3.20245606927901 2.53928596711987 2.97158852444801 2.93627392879221 2.47312451939505 3.31222288550044 3.36548574702385 2.30369691745789 2.95645017600767 3.2621465725734 3.40968419897648 3.20952688243496 2.65673687641703 2.35997493944893
-0.366911638654691 -0.393090922500781 -0.381833003584856 -0.364359472905765 -0.338006634388607 -0.370423221852484 -0.372696835828104 -0.351210995338626 -0.353747053403058 -0.350008424776489 -0.373884462557687 -0.356915549502928 -0.350202477869373 -0.360198555164435 -0.300717551694662 -0.330664646236926 -0.348350543815532 -0.371260138967843 -0.331489493603984
2.76989397880815 3.26669173737503 2.86039079552038 3.64423968146474 3.60181466963959 3.43362982393115 2.78780487876724 3.17199329000592 2.84855674396887 2.49583388685451 3.30709141355419 3.49862076449356 2.15473874047833 2.97145440335679 3.22003073354488 3.38020420968656 3.1470836358744 2.70768036158022 2.5408226811961
-0.365177638866155 -0.387167201303218 -0.37032759620691 -0.344779861275822 -0.338761244866299 -0.350506713759376 -0.373181278151003 -0.35690072054374 -0.362518771885391 -0.348813194910202 -0.376165116756021 -0.376415122768694 -0.335655780898712 -0.377346243563429 -0.32856834847159 -0.324046689457556 -0.355288682322261 -0.359396587628469 -0.331489493603984
2.72596598416522 2.88003429920687 2.53191141488002 3.09796851698931 3.2833690480537 3.42153765830319 2.89825772838829 3.214982324889 3.32536229861572 2.43726762340641 3.0562194517374 3.61360100685376 2.22281728230102 2.71066664228876 3.19829352630435 3.5420433345639 3.37881746199914 3.03985979908269 2.08620312763352
-0.367489638584204 -0.383936080650002 -0.368601785100218 -0.360443550579777 -0.329705919133999 -0.37184582957342 -0.376572374411298 -0.360061678991026 -0.376929452249225 -0.348215579977058 -0.360770700917263 -0.368346333831136 -0.333910177262233 -0.377346243563429 -0.323813334387724 -0.330063013802438 -0.315047478983234 -0.380332266462658 -0.333572992932868
2.76700397916059 2.8724950176827 2.66709995157089 3.26308990840184 3.5821947972196 3.55455148021074 2.88081780476391 3.49693981838688 3.33664022237872 2.69663250439084 3.13091087673285 3.32177980694541 2.25598375139412 3.07291155971751 3.44079924458151 3.41810705305932 3.23658562261121 2.94983638009568 2.62707955341192
-0.372691637949814 -0.387705721412087 -0.384709355429343 -0.363706819184767 -0.322159814357082 -0.350506713759376 -0.378510143702896 -0.362590445748854 -0.360012566604725 -0.360167878639935 -0.371603808359352 -0.361622343049837 -0.335073913019886 -0.386634574779551 -0.335361225734256 -0.317428732678185 -0.340024777607457 -0.35800087570619 -0.332739593201315
2.95774395589962 3.31300446673779 3.0076600099581 3.63640783681277 3.62596220492572 3.33973771434936 2.94670196067822 3.32308710378617 3.35731641594422 2.82392448515048 3.31906484809545 3.58872224096295 2.18848707745026 3.07505502076738 3.59703542162281 3.28815444720986 3.69935946101001 2.76839383019937 2.11995581676145
-0.357663639782496 -0.367780477383923 -0.384709355429343 -0.357832935695784 -0.33498819247784 -0.351929321480312 -0.366399085630412 -0.358797295612111 -0.368157733766892 -0.364948798105086 -0.3664723364131 -0.35220875595602 -0.346129402717588 -0.356626120081312 -0.338757664365589 -0.300583024512514 -0.356676310023606 -0.35660516378391 -0.331072793738207
2.78954597641157 2.94627227259779 2.76949807723461 3.49673994051917 3.7270800089364 3.5531288724898 3.00967946265514 3.41981243227311 3.16120585273205 2.7450393139755 3.24323309600083 3.26260868806998 2.1454288544171 3.00003388402178 3.33550964701019 3.36756992856231 3.19703823312285 2.79770378056724 3.13837028872016
-0.367489638584204 -0.389859801847565 -0.373779218420294 -0.357832935695784 -0.338761244866299 -0.353351929201249 -0.371243508859406 -0.363222637438311 -0.366278079806392 -0.355984574107928 -0.375594953206438 -0.328002389143345 -0.31819974453392 -0.379489704613304 -0.334002650281723 -0.310209143464326 -0.365002076231681 -0.378238698579239 -0.328989294409323
2.75486598064083 3.29200218249189 2.78618091793263 3.54373100843103 3.32562723480444 3.70036877160671 3.05424815636188 3.34711038798554 3.18564135421855 2.70320626865543 3.3589762965663 3.41457087972733 2.69529399990806 3.00646426717141 3.53114451217496 3.42352174496971 3.26364436278745 2.81375446767345 2.04661664038471
-0.365177638866155 -0.394167962718519 -0.388160977642726 -0.360443550579777 -0.341779686777065 -0.359042360084994 -0.371727951182305 -0.360061678991026 -0.368784285087058 -0.351203654642777 -0.34765693927684 -0.346829563330981 -0.31819974453392 -0.383776626713052 -0.331964787102923 -0.312615673202279 -0.330311383698037 -0.37684298665696 -0.307737601254701
3.04328794546743 3.02058804762176 2.94380499901049 3.54307835471003 3.67727571740875 3.89099820621217 2.81929362975569 3.36228298853251 3.44190084416673 2.76954152623439 3.46445655323927 3.53896470918135 2.56961053808156 2.95359222794117 3.48902867314643 3.42773317201113 3.49815344431488 2.82771158689624 3.88717994752123
-0.350727640628349 -0.381782000214525 -0.359972729566758 -0.365012126626764 -0.340270465821682 -0.3298789018058 -0.36785241259911 -0.367647979264511 -0.372543593008059 -0.341044200779332 -0.37445462610727 -0.355570751346669 -0.345547534838761 -0.385205600746302 -0.33060621165039 -0.308404246160861 -0.332392825250056 -0.371260138967843 -0.326072395348884
3.14674993285012 2.88972766116652 3.08474623939034 3.51175097610212 3.40335211400668 3.45639154746613 3.08331469573584 3.259235743151 3.33664022237872 2.705596728388 3.16512068970787 3.43339805391496 2.45032762292214 3.1736542290616 3.49106653632523 3.17986060900197 3.07145792615106 3.00845628083141 3.1646223802641
-0.371535638090789 -0.386628681194349 -0.37665557026478 -0.33825332406584 -0.317632151490932 -0.353351929201249 -0.376087932088399 -0.336670586481112 -0.356253258683725 -0.352996499442209 -0.379586098053523 -0.345484765174721 -0.350784345748199 -0.380918678646553 -0.32856834847159 -0.303591186684955 -0.349044357666205 -0.35730301974505 -0.326072395348884
2.88144796520401 2.81379632581594 3.24812302415717 3.17628696350909 3.21545410506145 3.44287677411724 3.13515002428607 3.07021042800332 3.23263270323105 3.06057999867545 3.23411047920749 3.63982457090082 2.3810853453418 3.21295101497596 3.34162323654659 3.3013903607686 3.66883165158041 3.15012104094275 3.30463353516514
-0.369801638302253 -0.386628681194349 -0.357671648091169 -0.361096204300775 -0.347061960120907 -0.3298789018058 -0.363007989370117 -0.35690072054374 -0.349361194161891 -0.3392513559799 -0.355639228971011 -0.371708329221785 -0.34903874211172 -0.384491113729677 -0.334002650281723 -0.320436894850626 -0.351125799218223 -0.366375147239865 -0.33065609387243
2.8479239692923 3.3006185042338 3.47190319765823 3.29050136468376 3.45617484744509 3.42224896216366 3.19134533374239 3.28199464397145 3.17561653309588 3.52552441666136 3.66230330494479 3.30698702722655 2.59172151747696 3.27368241138906 3.44283710776031 3.63228819973713 3.62789663439071 3.23177018839609 3.47881407905988
-0.355351640064447 -0.395783523045127 -0.381833003584856 -0.363054165463769 -0.34857118107629 -0.351218017619844 -0.372696835828104 -0.349946611959712 -0.370663939047558 -0.326103827450735 -0.353358574772676 -0.381794315393732 -0.336819516656365 -0.381633165663178 -0.325171909840258 -0.320436894850626 -0.348350543815532 -0.344741612444537 -0.327322494946215
2.93924795815523 2.9478878329244 3.42875791999093 3.07904155908036 3.35203860152364 3.18894129593011 3.01743053982153 3.38883503948971 3.12862518408338 2.71754902705088 3.10297286280325 3.5604814796815 2.59579459262875 3.25296228790695 3.35860542970325 3.4193103179283 3.47872665649604 2.70768036158022 2.63708035019056
-0.365177638866155 -0.373165678472616 -0.387585707273829 -0.336948016623844 -0.344798128687832 -0.354063233061717 -0.351865815943432 -0.347417845201883 -0.360012566604725 -0.34702035011077 -0.369323154161018 -0.35086395779976 -0.331582705746928 -0.378775217596679 -0.334681938007989 -0.312014040767791 -0.355288682322261 -0.359396587628469 -0.328155894677769
2.83809797049059 3.21930196779453 3.13939692443558 3.68796748077162 3.58294940769729 2.98835360727809 3.29743820245735 3.30475354479191 3.06158419282555 2.92551902378494 3.4462113196526 3.57527425940036 2.66329126657261 3.40586250946464 2.93269202533413 3.42652990714215 3.15957228518652 2.87586364821488 2.66874953998961
-0.360553639430057 -0.397937603480604 -0.380682462847061 -0.361096204300775 -0.344798128687832 -0.373268437294357 -0.376087932088399 -0.359429487301568 -0.371290490367725 -0.357777418907359 -0.36020053736768 -0.35153635687789 -0.344965666959935 -0.340907405715567 -0.338078376639322 -0.325249954326532 -0.353901054620915 -0.37614513069582 -0.333572992932868
3.20743992544891 3.38355060099967 3.09912799861277 3.43865375935033 3.72557078798102 3.46634980151269 3.4064377251097 3.40211106496831 3.61984141909406 3.05221338961143 3.4216942870205 3.77564918468305 2.78315604961085 3.58662772467071 3.56035388440442 3.2346091605404 3.46901326258662 3.26177799472509 3.70966580470027
-0.362287639218594 -0.388782761629826 -0.372628677682499 -0.363054165463769 -0.32593286674554 -0.358331056224525 -0.382385682286091 -0.367015787575054 -0.368784285087058 -0.352398884509065 -0.363051355115598 -0.328002389143345 -0.337401384535192 -0.369486886380557 -0.315661881672526 -0.311412408333302 -0.364308262381008 -0.370562283006703 -0.325238995617331
3.12594193538768 3.26884581781051 3.01628906549156 3.55808939029299 3.38750529397515 3.37601421123323 3.0397148866749 3.46090489208782 3.05218592302305 2.80659365208931 3.38463365629756 3.41793287511798 2.91116698295266 3.08077091690038 3.21255856855595 3.13654307371882 3.47317614569066 3.09010542828474 2.55124017784052
-0.375003637667863 -0.401707244242689 -0.379531922109267 -0.36958070267375 -0.342534297254757 -0.36046496780593 -0.374634605119701 -0.371441129401254 -0.370037387727392 -0.358375033840503 -0.3664723364131 -0.378432320003083 -0.352529949384678 -0.383062139696427 -0.338078376639322 -0.313217305636767 -0.355288682322261 -0.367073003201005 -0.332739593201315
3.07103194208402 3.11429054656502 3.00823528032699 3.66969317658367 3.62973525731418 3.21668214648837 3.25383839339641 3.40590421510505 3.21696892022689 2.88428359339801 3.53857781468514 3.57258466308784 2.54575395504967 3.63021143268482 3.27165660074114 3.4650343829494 3.39824424981799 2.9044757426216 2.73958851717168
-0.36922363837274 -0.391475362174173 -0.395064222069494 -0.355222320811792 -0.346307349643215 -0.358331056224525 -0.365430200984613 -0.358797295612111 -0.369410836407225 -0.349410809843345 -0.36020053736768 -0.377087521846824 -0.34089259180815 -0.365914451297433 -0.322454758935191 -0.32585158676102 -0.349738171516878 -0.364281579356446 -0.333572992932868
3.24269792114915 3.2198404879034 3.24984883526386 3.94641835428688 3.82970703390247 3.57162277286197 3.47135299637822 3.59176857180544 2.90745256806454 2.98647574696561 3.1884973952408 3.88659503257447 2.88090985325369 3.53375568544047 3.57937394073988 3.23340589567143 3.52798743989381 3.38250707600225 3.07211501006163
-0.365177638866155 -0.388244241520957 -0.370902866575807 -0.330421479413863 -0.35309884394244 -0.37184582957342 -0.370274624213607 -0.333509628033826 -0.371290490367725 -0.353594114375352 -0.349367429925591 -0.366329136596746 -0.33274644150458 -0.355911633064687 -0.331285499376657 -0.331266278671415 -0.347656729964859 -0.37684298665696 -0.330239394006653
2.95080795674548 3.24299685258478 3.17333787620052 3.43539049074534 3.38976912540823 3.73735657235105 3.13515002428607 3.59809048870002 3.42623706116256 3.16277215224304 3.36182711431422 3.47105240229023 2.70285828233281 3.20509165779309 3.53454095080629 3.20272264151253 3.54463897230996 2.92052642972781 3.69674810886119
-0.351883640487374 -0.382859040432264 -0.37665557026478 -0.365012126626764 -0.343288907732449 -0.364021487108271 -0.363976874015915 -0.35690072054374 -0.378182554889559 -0.334470436514749 -0.370463481260185 -0.355570751346669 -0.342638195444629 -0.379489704613304 -0.323813334387724 -0.316225467809208 -0.346962916114186 -0.341252332638838 -0.322322096556892
3.20570592566037 3.37493427925776 3.21188099091664 3.49804524796116 3.48635926655276 3.76509742290931 3.29743820245735 3.86866853178766 3.29466128392755 3.08209413626863 3.56138435666849 3.8106139367458 2.88963787143608 3.7538176865609 3.16500842771729 3.32906545275506 3.28098970905427 3.42577414559291 2.84251338401857
-0.361709639289081 -0.389859801847565 -0.395639492438391 -0.352611705927799 -0.350080402031674 -0.353351929201249 -0.374634605119701 -0.35690072054374 -0.358759463964391 -0.361960723439366 -0.377875607404772 -0.3495191596435 -0.337983252414018 -0.375202782513555 -0.343512678449454 -0.327656484064485 -0.354594868471588 -0.371260138967843 -0.331072793738207
3.15195193221573 3.63450097173277 3.16873571324934 3.59594330611088 3.76481053282099 3.65413402067628 3.35460239655947 3.71883910138633 3.46696289697339 3.23508355915345 3.5471302679289 3.71042647410446 2.61092315747823 3.85527484292161 3.22003073354488 3.35433401500357 3.13806405581566 3.47811334267838 3.98968811450234
-0.362865639148106 -0.402245764351559 -0.369177055469115 -0.358485589416782 -0.331215140089382 -0.357619752364057 -0.371727951182305 -0.364487020817225 -0.366278079806392 -0.339848970913044 -0.379015934503939 -0.348174361487241 -0.338565120292844 -0.37591726953018 -0.317020457125059 -0.312014040767791 -0.355288682322261 -0.365677291278726 -0.319405197496454
2.88896196428767 3.1724507183229 3.14457435775566 3.5913747300639 3.8719652206532 3.51898628718733 3.41418880227609 3.56711309591662 3.34541194086106 2.75101546330693 3.19819017558372 3.38565771936774 2.80701263264273 3.75596114761077 3.24652295486927 3.32726055545159 3.12349396495153 3.03078767158787 3.78717197973477
