"Date","DJIA","home_index","maturity_10yr","yesterday_dj","heavy_snow"
1990-01-03,2809.73,76.5338709677419,7.99,2810.15,0
1990-01-04,2796.08,76.5358064516129,7.98,2809.73,0
1990-01-05,2773.25,76.5377419354839,7.99,2796.08,0
1990-01-08,2794.37,76.5435483870968,8.02,2773.25,0
1990-01-09,2766,76.5454838709677,8.02,2794.37,0
1990-01-10,2750.64,76.5474193548387,8.03,2766,0
1990-01-11,2760.67,76.5493548387097,8.04,2750.64,0
1990-01-12,2689.21,76.5512903225806,8.1,2760.67,0
1990-01-15,2669.37,76.5570967741936,8.15,2689.21,0
1990-01-16,2692.62,76.5590322580645,8.2,2669.37,0
1990-01-17,2659.13,76.5609677419355,8.19,2692.62,0
1990-01-18,2666.38,76.5629032258065,8.32,2659.13,0
1990-01-19,2677.9,76.5648387096774,8.26,2666.38,0
1990-01-22,2600.45,76.5706451612903,8.27,2677.9,0
1990-01-23,2615.32,76.5725806451613,8.26,2600.45,0
1990-01-24,2604.5,76.5745161290323,8.38,2615.32,0
1990-01-25,2561.04,76.5764516129032,8.42,2604.5,0
1990-01-26,2559.23,76.5783870967742,8.49,2561.04,0
1990-01-29,2553.38,76.5841935483871,8.5,2559.23,0
1990-01-30,2543.24,76.5861290322581,8.51,2553.38,0
1990-01-31,2590.54,76.588064516129,8.43,2543.24,0
1990-02-01,2586.26,76.59,8.42,2590.54,0
1990-02-02,2602.7,76.5971428571429,8.5,2586.26,0
1990-02-05,2622.52,76.6185714285714,8.53,2602.7,0
1990-02-06,2606.31,76.6257142857143,8.57,2622.52,0
1990-02-07,2640.09,76.6328571428571,8.52,2606.31,0
1990-02-08,2644.37,76.64,8.49,2640.09,0
1990-02-09,2648.2,76.6471428571429,8.31,2644.37,0
1990-02-12,2619.14,76.6685714285714,8.4,2648.2,0
1990-02-13,2624.1,76.6757142857143,8.35,2619.14,0
1990-02-14,2624.32,76.6828571428571,8.36,2624.1,0
1990-02-15,2649.55,76.69,8.43,2624.32,0
1990-02-16,2635.59,76.6971428571429,8.42,2649.55,0
1990-02-20,2596.85,76.7257142857143,8.62,2635.59,0
1990-02-21,2583.56,76.7328571428571,8.62,2596.85,0
1990-02-22,2574.77,76.74,8.54,2583.56,0
1990-02-23,2564.19,76.7471428571429,8.53,2574.77,0
1990-02-26,2602.48,76.7685714285714,8.46,2564.19,0
1990-02-27,2617.12,76.7757142857143,8.41,2602.48,0
1990-02-28,2627.25,76.7828571428572,8.51,2617.12,0
1990-03-01,2635.59,76.79,8.59,2627.25,0
1990-03-02,2660.36,76.798064516129,8.54,2635.59,0
1990-03-05,2649.55,76.8222580645161,8.65,2660.36,0
1990-03-06,2676.8,76.8303225806452,8.59,2649.55,0
1990-03-07,2669.59,76.8383870967742,8.58,2676.8,0
1990-03-08,2696.17,76.8464516129032,8.57,2669.59,0
1990-03-09,2683.33,76.8545161290323,8.65,2696.17,0
1990-03-12,2686.71,76.8787096774194,8.63,2683.33,0
1990-03-13,2674.55,76.8867741935484,8.73,2686.71,0
1990-03-14,2687.84,76.8948387096774,8.65,2674.55,0
1990-03-15,2695.72,76.9029032258065,8.66,2687.84,0
1990-03-16,2741.22,76.9109677419355,8.59,2695.72,0
1990-03-19,2755.63,76.9351612903226,8.59,2741.22,0
1990-03-20,2738.74,76.9432258064516,8.54,2755.63,0
1990-03-21,2727.93,76.9512903225806,8.55,2738.74,0
1990-03-22,2695.72,76.9593548387097,8.53,2727.93,0
1990-03-23,2704.28,76.9674193548387,8.52,2695.72,0
1990-03-26,2707.66,76.9916129032258,8.51,2704.28,0
1990-03-27,2736.94,76.9996774193548,8.52,2707.66,0
1990-03-28,2743.69,77.0077419354839,8.51,2736.94,0
1990-03-29,2727.7,77.0158064516129,8.6,2743.69,0
1990-03-30,2707.21,77.0238709677419,8.65,2727.7,0
1990-04-02,2700.45,77.0486666666667,8.65,2707.21,0
1990-04-03,2736.71,77.0573333333333,8.63,2700.45,0
1990-04-04,2719.37,77.066,8.55,2736.71,0
1990-04-05,2721.17,77.0746666666667,8.57,2719.37,0
1990-04-06,2717.12,77.0833333333333,8.56,2721.17,0
1990-04-09,2722.07,77.1093333333333,8.59,2717.12,0
1990-04-10,2731.08,77.118,8.6,2722.07,0
1990-04-11,2729.73,77.1266666666667,8.63,2731.08,0
1990-04-12,2751.8,77.1353333333333,8.64,2729.73,0
1990-04-16,2763.06,77.17,8.68,2751.8,0
1990-04-17,2765.77,77.1786666666667,8.77,2763.06,0
1990-04-18,2732.88,77.1873333333333,8.86,2765.77,0
1990-04-19,2711.94,77.196,8.87,2732.88,0
1990-04-20,2695.95,77.2046666666667,8.95,2711.94,0
1990-04-23,2666.67,77.2306666666667,8.98,2695.95,0
1990-04-24,2654.5,77.2393333333333,9,2666.67,0
1990-04-25,2666.44,77.248,9.01,2654.5,0
1990-04-26,2676.58,77.2566666666667,9.07,2666.44,0
1990-04-27,2645.05,77.2653333333333,9.06,2676.58,0
1990-04-30,2656.76,77.2913333333333,9.04,2645.05,0
1990-05-01,2668.92,77.3,9.08,2656.76,0
1990-05-02,2689.64,77.3064516129032,9.09,2668.92,0
1990-05-03,2696.17,77.3129032258065,9.04,2689.64,0
1990-05-04,2710.36,77.3193548387097,8.84,2696.17,0
1990-05-07,2721.62,77.3387096774194,8.87,2710.36,0
1990-05-08,2733.56,77.3451612903226,8.84,2721.62,0
1990-05-09,2732.88,77.3516129032258,8.88,2733.56,0
1990-05-10,2738.51,77.358064516129,8.82,2732.88,0
1990-05-11,2801.58,77.3645161290323,8.64,2738.51,0
1990-05-14,2821.53,77.3838709677419,8.61,2801.58,0
1990-05-15,2822.45,77.3903225806452,8.65,2821.53,0
1990-05-16,2819.68,77.3967741935484,8.68,2822.45,0
1990-05-17,2831.71,77.4032258064516,8.69,2819.68,0
1990-05-18,2819.91,77.4096774193548,8.75,2831.71,0
1990-05-21,2844.68,77.4290322580645,8.74,2819.91,0
1990-05-22,2852.23,77.4354838709677,8.65,2844.68,0
1990-05-23,2856.26,77.441935483871,8.61,2852.23,0
1990-05-24,2855.55,77.4483870967742,8.63,2856.26,0
1990-05-25,2820.92,77.4548387096774,8.69,2855.55,0
1990-05-29,2870.49,77.4806451612903,8.66,2820.92,0
1990-05-30,2878.56,77.4870967741935,8.62,2870.49,0
1990-05-31,2876.66,77.4935483870968,8.6,2878.56,0
1990-06-01,2900.97,77.5,8.44,2876.66,0
1990-06-04,2935.19,77.506,8.44,2900.97,0
1990-06-05,2925,77.508,8.47,2935.19,0
1990-06-06,2911.65,77.51,8.46,2925,0
1990-06-07,2897.33,77.512,8.46,2911.65,0
1990-06-08,2862.38,77.514,8.46,2897.33,0
1990-06-11,2892.57,77.52,8.48,2862.38,0
1990-06-12,2933.42,77.522,8.48,2892.57,0
1990-06-13,2929.7,77.524,8.4,2933.42,0
1990-06-14,2928.22,77.526,8.38,2929.7,0
1990-06-15,2935.89,77.528,8.46,2928.22,0
1990-06-18,2882.18,77.534,8.5,2935.89,0
1990-06-19,2893.56,77.536,8.51,2882.18,0
1990-06-20,2895.3,77.538,8.55,2893.56,0
1990-06-21,2901.73,77.54,8.52,2895.3,0
1990-06-22,2857.18,77.542,8.51,2901.73,0
1990-06-25,2845.05,77.548,8.58,2857.18,0
1990-06-26,2842.33,77.55,8.56,2845.05,0
1990-06-27,2862.13,77.552,8.52,2842.33,0
1990-06-28,2878.71,77.554,8.47,2862.13,0
1990-06-29,2880.69,77.556,8.43,2878.71,0
1990-07-02,2899.26,77.5570967741936,8.43,2880.69,0
1990-07-03,2911.63,77.5541935483871,8.4,2899.26,0
1990-07-05,2879.21,77.5483870967742,8.42,2911.63,0
1990-07-06,2904.95,77.5454838709677,8.51,2879.21,0
1990-07-09,2914.11,77.5367741935484,8.57,2904.95,0
1990-07-10,2890.84,77.5338709677419,8.57,2914.11,0
1990-07-11,2932.67,77.5309677419355,8.57,2890.84,0
1990-07-12,2969.8,77.528064516129,8.5,2932.67,0
1990-07-13,2980.2,77.5251612903226,8.45,2969.8,0
1990-07-16,2999.75,77.5164516129032,8.44,2980.2,0
1990-07-17,2999.75,77.5135483870968,8.44,2999.75,0
1990-07-18,2981.68,77.5106451612903,8.5,2999.75,0
1990-07-19,2993.81,77.5077419354839,8.51,2981.68,0
1990-07-20,2961.14,77.5048387096774,8.48,2993.81,0
1990-07-23,2904.7,77.4961290322581,8.48,2961.14,0
1990-07-24,2922.52,77.4932258064516,8.53,2904.7,0
1990-07-25,2930.94,77.4903225806452,8.49,2922.52,0
1990-07-26,2920.79,77.4874193548387,8.49,2930.94,0
1990-07-27,2898.51,77.4845161290323,8.42,2920.79,0
1990-07-30,2917.33,77.4758064516129,8.34,2898.51,0
1990-07-31,2905.2,77.4729032258064,8.36,2917.33,0
1990-08-01,2899.26,77.47,8.29,2905.2,0
1990-08-02,2864.6,77.461935483871,8.41,2899.26,0
1990-08-03,2809.65,77.4538709677419,8.43,2864.6,0
1990-08-06,2716.34,77.4296774193548,8.71,2809.65,0
1990-08-07,2710.64,77.4216129032258,8.78,2716.34,0
1990-08-08,2734.9,77.4135483870968,8.77,2710.64,0
1990-08-09,2758.91,77.4054838709677,8.66,2734.9,0
1990-08-10,2716.58,77.3974193548387,8.68,2758.91,0
1990-08-13,2746.78,77.3732258064516,8.71,2716.58,0
1990-08-14,2747.77,77.3651612903226,8.66,2746.78,0
1990-08-15,2748.27,77.3570967741936,8.64,2747.77,0
1990-08-16,2681.44,77.3490322580645,8.76,2748.27,0
1990-08-17,2644.8,77.3409677419355,8.8,2681.44,0
1990-08-20,2656.44,77.3167741935484,8.81,2644.8,0
1990-08-21,2603.96,77.3087096774194,8.84,2656.44,0
1990-08-22,2560.15,77.3006451612903,8.91,2603.96,0
1990-08-23,2483.42,77.2925806451613,9,2560.15,0
1990-08-24,2532.92,77.2845161290323,9.05,2483.42,0
1990-08-27,2611.63,77.2603225806452,8.9,2532.92,0
1990-08-28,2614.85,77.2522580645161,8.94,2611.63,0
1990-08-29,2632.43,77.2441935483871,8.84,2614.85,0
1990-08-30,2593.32,77.2361290322581,8.86,2632.43,0
1990-08-31,2614.36,77.228064516129,8.86,2593.32,0
1990-09-04,2613.37,77.189,8.9,2614.36,0
1990-09-05,2628.22,77.1786666666667,8.86,2613.37,0
1990-09-06,2596.29,77.1683333333333,8.84,2628.22,0
1990-09-07,2619.55,77.158,8.81,2596.29,0
1990-09-10,2615.59,77.127,8.85,2619.55,0
1990-09-11,2612.62,77.1166666666667,8.83,2615.59,0
1990-09-12,2625.74,77.1063333333333,8.82,2612.62,0
1990-09-13,2582.67,77.096,8.82,2625.74,0
1990-09-14,2564.11,77.0856666666667,8.87,2582.67,0
1990-09-17,2567.33,77.0546666666667,8.9,2564.11,0
1990-09-18,2571.29,77.0443333333333,8.9,2567.33,0
1990-09-19,2557.43,77.034,8.88,2571.29,0
1990-09-20,2518.32,77.0236666666667,8.91,2557.43,0
1990-09-21,2512.38,77.0133333333333,8.99,2518.32,0
1990-09-24,2452.97,76.9823333333333,9.04,2512.38,0
1990-09-25,2485.64,76.972,9.02,2452.97,0
1990-09-26,2459.65,76.9616666666667,9,2485.64,0
1990-09-27,2427.48,76.9513333333333,8.91,2459.65,0
1990-09-28,2452.48,76.941,8.82,2427.48,0
1990-10-01,2515.84,76.91,8.71,2452.48,0
1990-10-02,2505.2,76.8925806451613,8.69,2515.84,0
1990-10-03,2489.36,76.8751612903226,8.71,2505.2,0
1990-10-04,2516.83,76.8577419354839,8.67,2489.36,0
1990-10-05,2510.64,76.8403225806452,8.65,2516.83,0
1990-10-08,2523.76,76.788064516129,8.74,2510.64,0
1990-10-09,2445.54,76.7706451612903,8.83,2523.76,0
1990-10-10,2407.92,76.7532258064516,8.89,2445.54,0
1990-10-11,2365.1,76.7358064516129,8.92,2407.92,0
1990-10-12,2398.02,76.7183870967742,8.84,2365.1,0
1990-10-15,2416.34,76.6661290322581,8.8,2398.02,0
1990-10-16,2381.19,76.6487096774194,8.79,2416.34,0
1990-10-17,2387.87,76.6312903225806,8.76,2381.19,0
1990-10-18,2452.72,76.6138709677419,8.71,2387.87,0
1990-10-19,2520.79,76.5964516129032,8.62,2452.72,0
1990-10-22,2516.09,76.5441935483871,8.63,2520.79,0
1990-10-23,2494.06,76.5267741935484,8.65,2516.09,0
1990-10-24,2504.21,76.5093548387097,8.66,2494.06,0
1990-10-25,2484.16,76.491935483871,8.62,2504.21,0
1990-10-26,2436.14,76.4745161290323,8.63,2484.16,0
1990-10-29,2430.2,76.4222580645161,8.7,2436.14,0
1990-10-30,2448.02,76.4048387096774,8.7,2430.2,0
1990-10-31,2442.33,76.3874193548387,8.65,2448.02,0
1990-11-01,2454.95,76.37,8.57,2442.33,0
1990-11-02,2490.84,76.3566666666667,8.57,2454.95,0
1990-11-05,2502.23,76.3166666666667,8.5,2490.84,0
1990-11-06,2485.15,76.3033333333333,8.52,2502.23,0
1990-11-07,2440.84,76.29,8.57,2485.15,0
1990-11-08,2443.81,76.2766666666667,8.58,2440.84,0
1990-11-09,2488.61,76.2633333333333,8.49,2443.81,0
1990-11-12,2540.35,76.2233333333333,8.43,2488.61,0
1990-11-13,2535.4,76.21,8.37,2540.35,0
1990-11-14,2559.65,76.1966666666667,8.36,2535.4,0
1990-11-15,2545.05,76.1833333333333,8.37,2559.65,0
1990-11-16,2550.25,76.17,8.3,2545.05,0
1990-11-19,2565.35,76.13,8.35,2550.25,0
1990-11-20,2530.2,76.1166666666667,8.31,2565.35,0
1990-11-21,2539.36,76.1033333333333,8.27,2530.2,0
1990-11-23,2527.23,76.0766666666667,8.28,2539.36,0
1990-11-26,2533.17,76.0366666666667,8.27,2527.23,0
1990-11-27,2543.81,76.0233333333333,8.28,2533.17,0
1990-11-28,2535.15,76.01,8.3,2543.81,0
1990-11-29,2518.81,75.9966666666667,8.32,2535.15,0
1990-11-30,2559.65,75.9833333333333,8.26,2518.81,0
1990-12-03,2565.59,75.9416129032258,8.22,2559.65,0
1990-12-04,2579.7,75.9274193548387,8.2,2565.59,0
1990-12-05,2610.4,75.9132258064516,8.16,2579.7,0
1990-12-06,2602.48,75.8990322580645,8.18,2610.4,0
1990-12-07,2590.1,75.8848387096774,8.03,2602.48,0
1990-12-10,2596.78,75.8422580645161,7.98,2590.1,0
1990-12-11,2586.14,75.828064516129,7.94,2596.78,0
1990-12-12,2622.28,75.8138709677419,7.91,2586.14,0
1990-12-13,2614.36,75.7996774193548,7.98,2622.28,0
1990-12-14,2593.81,75.7854838709677,8.05,2614.36,0
1990-12-17,2593.32,75.7429032258065,8.02,2593.81,0
1990-12-18,2626.73,75.7287096774194,7.99,2593.32,0
1990-12-19,2626.73,75.7145161290323,8,2626.73,0
1990-12-20,2629.46,75.7003225806452,8.05,2626.73,0
1990-12-21,2633.66,75.6861290322581,8.11,2629.46,0
1990-12-24,2621.29,75.6435483870968,8.2,2633.66,0
1990-12-26,2637.13,75.6151612903226,8.15,2621.29,0
1990-12-27,2625.5,75.6009677419355,8.11,2637.13,0
1990-12-28,2629.21,75.5867741935484,8.14,2625.5,0
1990-12-31,2633.66,75.5441935483871,8.08,2629.21,0
1991-01-02,2610.64,75.5209677419355,7.97,2633.66,0
1991-01-03,2573.51,75.511935483871,7.93,2610.64,0
1991-01-04,2566.09,75.5029032258064,8.02,2573.51,0
1991-01-07,2522.77,75.4758064516129,8.13,2566.09,0
1991-01-08,2509.41,75.4667741935484,8.16,2522.77,0
1991-01-09,2470.3,75.4577419354839,8.25,2509.41,0
1991-01-10,2498.76,75.4487096774194,8.16,2470.3,0
1991-01-11,2501.49,75.4396774193548,8.2,2498.76,0
1991-01-14,2483.91,75.4125806451613,8.23,2501.49,0
1991-01-15,2490.59,75.4035483870968,8.22,2483.91,0
1991-01-16,2508.91,75.3945161290323,8.24,2490.59,0
1991-01-17,2623.51,75.3854838709677,8.05,2508.91,0
1991-01-18,2646.78,75.3764516129032,8.03,2623.51,0
1991-01-21,2629.21,75.3493548387097,8.05,2646.78,0
1991-01-22,2603.22,75.3403225806452,8.07,2629.21,0
1991-01-23,2619.06,75.3312903225806,8.04,2603.22,0
1991-01-24,2643.07,75.3222580645161,8,2619.06,0
1991-01-25,2659.41,75.3132258064516,8.06,2643.07,0
1991-01-28,2654.46,75.2861290322581,8.06,2659.41,0
1991-01-29,2662.62,75.2770967741936,8.05,2654.46,0
1991-01-30,2713.12,75.268064516129,8.05,2662.62,0
1991-01-31,2736.39,75.2590322580645,8.03,2713.12,0
1991-02-01,2730.69,75.25,7.91,2736.39,0
1991-02-04,2772.28,75.2382142857143,7.88,2730.69,0
1991-02-05,2788.37,75.2342857142857,7.85,2772.28,0
1991-02-06,2830.94,75.2303571428571,7.79,2788.37,0
1991-02-07,2810.64,75.2264285714286,7.82,2830.94,0
1991-02-08,2830.69,75.2225,7.77,2810.64,0
1991-02-11,2902.23,75.2107142857143,7.78,2830.69,0
1991-02-12,2874.75,75.2067857142857,7.78,2902.23,0
1991-02-13,2909.16,75.2028571428571,7.78,2874.75,0
1991-02-14,2877.23,75.1989285714286,7.8,2909.16,0
1991-02-15,2934.65,75.195,7.78,2877.23,0
1991-02-19,2932.18,75.1792857142857,7.8,2934.65,0
1991-02-20,2899.01,75.1753571428571,7.84,2932.18,0
1991-02-21,2891.83,75.1714285714286,7.88,2899.01,0
1991-02-22,2889.36,75.1675,7.91,2891.83,0
1991-02-25,2887.87,75.1557142857143,7.91,2889.36,0
1991-02-26,2864.6,75.1517857142857,7.96,2887.87,0
1991-02-27,2889.11,75.1478571428571,7.98,2864.6,0
1991-02-28,2882.18,75.1439285714286,8.02,2889.11,0
1991-03-01,2909.9,75.14,8.12,2882.18,0
1991-03-04,2914.11,75.1574193548387,8.12,2909.9,0
1991-03-05,2972.52,75.1632258064516,8.08,2914.11,0
1991-03-06,2973.27,75.1690322580645,8.11,2972.52,0
1991-03-07,2963.37,75.1748387096774,8.07,2973.27,0
1991-03-08,2955.2,75.1806451612903,8.13,2963.37,0
1991-03-11,2939.36,75.198064516129,8.06,2955.2,0
1991-03-12,2922.52,75.2038709677419,8.09,2939.36,0
1991-03-13,2955.2,75.2096774193548,8.02,2922.52,0
1991-03-14,2952.23,75.2154838709677,8.02,2955.2,0
1991-03-15,2948.27,75.2212903225806,8.1,2952.23,0
1991-03-18,2929.95,75.2387096774194,8.15,2948.27,0
1991-03-19,2867.82,75.2445161290322,8.25,2929.95,0
1991-03-20,2872.03,75.2503225806452,8.2,2867.82,0
1991-03-21,2855.45,75.2561290322581,8.16,2872.03,0
1991-03-22,2858.91,75.261935483871,8.13,2855.45,0
1991-03-25,2865.84,75.2793548387097,8.13,2858.91,0
1991-03-26,2914.85,75.2851612903226,8.13,2865.84,0
1991-03-27,2917.57,75.2909677419355,8.08,2914.85,0
1991-03-28,2913.86,75.2967741935484,8.05,2917.57,0
1991-04-01,2881.19,75.32,8.07,2913.86,0
1991-04-02,2945.05,75.335,8.03,2881.19,0
1991-04-03,2926.73,75.35,8.05,2945.05,0
1991-04-04,2924.5,75.365,8,2926.73,0
1991-04-05,2896.78,75.38,7.99,2924.5,0
1991-04-08,2918.56,75.425,7.98,2896.78,0
1991-04-09,2873.02,75.44,8.03,2918.56,0
1991-04-10,2874.5,75.455,8.1,2873.02,0
1991-04-11,2905.45,75.47,8.09,2874.5,0
1991-04-12,2920.79,75.485,7.98,2905.45,0
1991-04-15,2933.17,75.53,7.95,2920.79,0
1991-04-16,2986.88,75.545,7.97,2933.17,0
1991-04-17,3004.46,75.56,7.95,2986.88,0
1991-04-18,2999.26,75.575,8.02,3004.46,0
1991-04-19,2965.59,75.59,8.1,2999.26,0
1991-04-22,2927.72,75.635,8.15,2965.59,0
1991-04-23,2930.45,75.65,8.12,2927.72,0
1991-04-24,2949.5,75.665,8.06,2930.45,0
1991-04-25,2921.04,75.68,8.07,2949.5,0
1991-04-26,2912.38,75.695,8.06,2921.04,0
1991-04-29,2876.98,75.74,8.07,2912.38,0
1991-04-30,2887.87,75.755,8.02,2876.98,0
1991-05-01,2930.2,75.77,8.01,2887.87,0
1991-05-02,2938.61,75.7858064516129,7.97,2930.2,0
1991-05-03,2938.86,75.8016129032258,8.04,2938.61,0
1991-05-06,2941.64,75.8490322580645,8.05,2938.86,0
1991-05-07,2917.49,75.8648387096774,8.06,2941.64,0
1991-05-08,2930.9,75.8806451612903,8.04,2917.49,0
1991-05-09,2971.15,75.8964516129032,8.02,2930.9,0
1991-05-10,2920.17,75.9122580645161,8.12,2971.15,0
1991-05-13,2924.42,75.9596774193548,8.07,2920.17,0
1991-05-14,2886.85,75.9754838709677,8.14,2924.42,0
1991-05-15,2865.38,75.9912903225806,8.13,2886.85,0
1991-05-16,2894.01,76.0070967741935,8.12,2865.38,0
1991-05-17,2886.63,76.0229032258065,8.08,2894.01,0
1991-05-20,2892.22,76.0703225806452,8.1,2886.63,0
1991-05-21,2906.08,76.0861290322581,8.06,2892.22,0
1991-05-22,2910.33,76.101935483871,8.06,2906.08,0
1991-05-23,2900.04,76.1177419354839,8.1,2910.33,0
1991-05-24,2913.91,76.1335483870968,8.1,2900.04,0
1991-05-28,2958.86,76.1967741935484,8.07,2913.91,0
1991-05-29,2969.59,76.2125806451613,8.07,2958.86,0
1991-05-30,3000.45,76.2283870967742,8.02,2969.59,0
1991-05-31,3027.5,76.2441935483871,8.06,3000.45,0
1991-06-03,3035.33,76.2766666666667,8.14,3027.5,0
1991-06-04,3027.95,76.285,8.14,3035.33,0
1991-06-05,3005.37,76.2933333333333,8.19,3027.95,0
1991-06-06,2994.86,76.3016666666667,8.23,3005.37,0
1991-06-07,2976.74,76.31,8.29,2994.86,0
1991-06-10,2975.4,76.335,8.29,2976.74,0
1991-06-11,2985.91,76.3433333333333,8.29,2975.4,0
1991-06-12,2961.99,76.3516666666667,8.36,2985.91,0
1991-06-13,2965.12,76.36,8.34,2961.99,0
1991-06-14,3000.45,76.3683333333333,8.29,2965.12,0
1991-06-17,2993.96,76.3933333333333,8.3,3000.45,0
1991-06-18,2986.81,76.4016666666667,8.32,2993.96,0
1991-06-19,2955.5,76.41,8.33,2986.81,0
1991-06-20,2953.94,76.4183333333333,8.3,2955.5,0
1991-06-21,2965.56,76.4266666666667,8.32,2953.94,0
1991-06-24,2913.01,76.4516666666667,8.33,2965.56,0
1991-06-25,2910.11,76.46,8.33,2913.01,0
1991-06-26,2913.01,76.4683333333333,8.33,2910.11,0
1991-06-27,2934.93,76.4766666666667,8.32,2913.01,0
1991-06-28,2906.75,76.485,8.24,2934.93,0
1991-07-01,2958.41,76.51,8.26,2906.75,0
1991-07-02,2972.72,76.5125806451613,8.27,2958.41,0
1991-07-03,2934.7,76.5151612903226,8.26,2972.72,0
1991-07-05,2932.47,76.5203225806452,8.34,2934.7,0
1991-07-08,2961.99,76.528064516129,8.34,2932.47,0
1991-07-09,2947.23,76.5306451612903,8.36,2961.99,0
1991-07-10,2944.77,76.5332258064516,8.35,2947.23,0
1991-07-11,2959.75,76.5358064516129,8.3,2944.77,0
1991-07-12,2980.77,76.5383870967742,8.26,2959.75,0
1991-07-15,2990.61,76.5461290322581,8.26,2980.77,0
1991-07-16,2983.9,76.5487096774194,8.27,2990.61,0
1991-07-17,2978.76,76.5512903225807,8.3,2983.9,0
1991-07-18,3016.32,76.5538709677419,8.31,2978.76,0
1991-07-19,3016.32,76.5564516129032,8.28,3016.32,0
1991-07-22,3012.97,76.5641935483871,8.28,3016.32,0
1991-07-23,2983.23,76.5667741935484,8.31,3012.97,0
1991-07-24,2966.23,76.5693548387097,8.24,2983.23,0
1991-07-25,2980.1,76.571935483871,8.2,2966.23,0
1991-07-26,2972.5,76.5745161290323,8.2,2980.1,0
1991-07-29,2985.24,76.5822580645161,8.2,2972.5,0
1991-07-30,3016.32,76.5848387096774,8.21,2985.24,0
1991-07-31,3024.82,76.5874193548387,8.2,3016.32,0
1991-08-01,3017.67,76.59,8.2,3024.82,0
1991-08-02,3006.26,76.5896774193548,8.06,3017.67,0
1991-08-05,2989.04,76.5887096774194,8.04,3006.26,0
1991-08-06,3027.28,76.5883870967742,7.97,2989.04,0
1991-08-07,3026.61,76.588064516129,7.93,3027.28,0
1991-08-08,3013.86,76.5877419354839,7.98,3026.61,0
1991-08-09,2996.2,76.5874193548387,7.98,3013.86,0
1991-08-12,3001.34,76.5864516129032,7.95,2996.2,0
1991-08-13,3008.72,76.5861290322581,7.91,3001.34,0
1991-08-14,3005.37,76.5858064516129,7.82,3008.72,0
1991-08-15,2998.43,76.5854838709677,7.84,3005.37,0
1991-08-16,2968.02,76.5851612903226,7.84,2998.43,0
1991-08-19,2898.03,76.5841935483871,7.83,2968.02,0
1991-08-20,2913.69,76.5838709677419,7.81,2898.03,0
1991-08-21,3001.79,76.5835483870968,7.8,2913.69,0
1991-08-22,3007.38,76.5832258064516,7.78,3001.79,0
1991-08-23,3040.25,76.5829032258064,7.88,3007.38,0
1991-08-26,3039.36,76.581935483871,7.91,3040.25,0
1991-08-27,3026.16,76.5816129032258,7.89,3039.36,0
1991-08-28,3055.23,76.5812903225806,7.82,3026.16,0
1991-08-29,3049.64,76.5809677419355,7.74,3055.23,0
1991-08-30,3043.6,76.5806451612903,7.82,3049.64,0
1991-09-03,3017.67,76.5606666666667,7.81,3043.6,0
1991-09-04,3008.5,76.551,7.81,3017.67,0
1991-09-05,3008.5,76.5413333333333,7.83,3008.5,0
1991-09-06,3011.63,76.5316666666667,7.76,3008.5,0
1991-09-09,3007.16,76.5026666666667,7.73,3011.63,0
1991-09-10,2982.56,76.493,7.73,3007.16,0
1991-09-11,2987.03,76.4833333333333,7.74,2982.56,0
1991-09-12,3007.83,76.4736666666667,7.67,2987.03,0
1991-09-13,2985.69,76.464,7.66,3007.83,0
1991-09-16,3015.21,76.435,7.63,2985.69,0
1991-09-17,3013.19,76.4253333333333,7.62,3015.21,0
1991-09-18,3017.89,76.4156666666667,7.62,3013.19,0
1991-09-19,3024.37,76.406,7.61,3017.89,0
1991-09-20,3019.23,76.3963333333333,7.57,3024.37,0
1991-09-23,3010.51,76.3673333333333,7.55,3019.23,0
1991-09-24,3029.07,76.3576666666667,7.56,3010.51,0
1991-09-25,3021.02,76.348,7.58,3029.07,0
1991-09-26,3017.22,76.3383333333333,7.56,3021.02,0
1991-09-27,3006.04,76.3286666666667,7.49,3017.22,0
1991-09-30,3016.77,76.2996666666667,7.47,3006.04,0
1991-10-01,3018.34,76.29,7.45,3016.77,0
1991-10-02,3012.52,76.281935483871,7.47,3018.34,0
1991-10-03,2984.79,76.2738709677419,7.47,3012.52,0
1991-10-04,2961.76,76.2658064516129,7.39,2984.79,0
1991-10-07,2942.75,76.2416129032258,7.4,2961.76,0
1991-10-08,2963.77,76.2335483870968,7.43,2942.75,0
1991-10-09,2946.33,76.2254838709678,7.51,2963.77,0
1991-10-10,2976.52,76.2174193548387,7.58,2946.33,0
1991-10-11,2983.68,76.2093548387097,7.49,2976.52,0
1991-10-14,3019.45,76.1851612903226,7.475,2983.68,0
1991-10-15,3041.37,76.1770967741936,7.46,3019.45,0
1991-10-16,3061.72,76.1690322580645,7.45,3041.37,0
1991-10-17,3053,76.1609677419355,7.55,3061.72,0
1991-10-18,3077.15,76.1529032258065,7.53,3053,0
1991-10-21,3060.38,76.1287096774194,7.62,3077.15,0
1991-10-22,3039.8,76.1206451612903,7.67,3060.38,0
1991-10-23,3040.92,76.1125806451613,7.69,3039.8,0
1991-10-24,3016.32,76.1045161290323,7.65,3040.92,0
1991-10-25,3004.92,76.0964516129032,7.68,3016.32,0
1991-10-28,3045.62,76.0722580645161,7.65,3004.92,0
1991-10-29,3061.94,76.0641935483871,7.51,3045.62,0
1991-10-30,3071.78,76.0561290322581,7.48,3061.94,0
